aX,aY,aZ,gX,gY,gZ
-0.332,0.972,-0.115,29.167,115.941,501.602
0.505,0.554,-0.379,52.205,187.453,501.602
-0.304,-0.269,0.188,52.022,157.972,494.808
-0.357,-0.451,0.063,85.320,103.529,368.319
-0.490,-0.418,0.053,67.870,121.086,270.915
-0.994,-0.483,0.311,29.198,79.865,234.732
-1.190,-0.484,0.276,31.824,30.308,117.785
-1.282,-0.517,0.369,4.160,-34.715,-15.253
-1.156,-0.323,0.290,-20.329,-107.692,-119.116
-0.790,-0.368,0.371,-8.512,-238.410,-291.620
-0.671,-0.112,0.276,-55.535,-207.280,-273.375
-0.557,0.099,0.227,-103.810,-254.074,-319.421
-0.177,0.483,0.001,-143.703,-323.845,-276.978
1.122,0.581,-1.330,-153.886,-318.196,28.747
1.695,-0.520,-0.835,49.259,-71.784,-47.146
2.000,-0.782,-1.179,-32.146,48.689,-169.726
1.629,-0.630,-0.329,-12.390,67.667,-65.681
1.385,-0.448,-0.209,11.839,-45.265,-11.360
1.041,-0.446,-0.095,-9.825,14.537,-29.543
0.907,-0.272,-0.088,5.778,-19.967,-6.001
0.969,-0.294,-0.200,-2.268,-4.456,-12.581
0.968,-0.242,-0.177,-9.428,0.048,-12.658
0.994,-0.341,-0.196,-4.741,-10.624,-9.543

1.006,1.044,-0.527,-131.749,-161.585,-268.551
1.272,1.106,-0.694,-123.779,-156.517,-183.726
1.271,1.857,-0.380,-98.359,77.743,-73.192
0.863,1.377,-0.283,-75.779,-78.883,-83.955
1.213,1.248,-0.688,-40.619,-31.051,-43.955
1.008,2.000,-0.570,6.022,-3.723,102.670
1.383,1.929,-0.634,59.381,60.216,412.518
1.241,1.689,-0.582,215.717,108.445,501.602
1.566,1.413,-0.575,273.045,160.338,501.602
0.621,1.017,-0.496,222.404,298.995,501.602
-0.216,0.688,-0.375,92.099,387.483,501.602
-0.669,0.441,-0.113,57.457,285.285,453.907
-1.315,-0.043,-0.047,25.625,153.163,315.816
-1.248,-0.102,0.051,23.137,127.896,172.747
-1.486,-0.244,0.188,2.038,39.041,102.793
-1.199,-0.354,0.111,-5.428,-6.944,41.724
-0.938,-0.457,0.208,8.022,-14.959,-6.505
-0.763,-0.472,0.289,-2.711,-27.982,-31.085
-0.721,-0.462,0.319,-5.978,-46.013,-15.192
-0.851,-0.402,0.353,-31.046,-64.333,-53.131
-0.847,-0.187,0.333,-51.230,-85.143,-79.024
-0.911,-0.019,0.232,-81.123,-77.967,-185.513
-1.010,0.433,0.132,-88.436,-129.570,-291.085
-0.859,0.844,-0.130,-146.970,-178.333,-425.681
-0.016,0.852,-0.255,-143.779,-273.509,-335.894
2.000,0.305,-2.000,-272.924,-227.036,-326.078
2.000,-0.595,-0.946,16.312,47.407,-115.375
2.000,-0.720,-0.860,-89.352,-74.944,-143.055
1.704,-0.567,-0.651,-14.130,-21.494,-66.001
2.000,-0.793,-0.792,-7.871,-38.669,-72.337

1.112,0.867,-0.577,-80.008,-159.020,-399.146
1.398,1.307,-0.858,-80.573,-131.020,-385.009
1.308,2.000,-0.917,-79.795,-73.875,-230.978
1.481,1.875,-0.787,75.350,27.010,248.884
0.871,1.863,-0.471,-22.329,99.651,278.365
1.004,1.669,-0.632,156.343,114.903,453.861
0.761,1.344,-0.497,172.892,177.163,501.602
0.472,0.911,-0.420,171.992,293.132,490.090
-0.104,0.241,-0.085,28.373,299.056,468.411
-0.250,0.065,-0.045,28.251,241.621,402.151
-0.744,-0.177,0.118,-5.352,154.033,294.701
-0.903,-0.422,0.154,-23.291,119.987,245.739
-1.202,-0.720,0.069,-20.985,81.468,136.579
-1.264,-0.798,0.174,-3.993,37.575,62.182
-0.829,-0.807,0.204,17.366,-53.570,20.747
-0.557,-0.672,0.273,13.641,-62.333,-33.559
-0.645,-0.623,0.447,1.747,-102.959,-58.887
-0.530,-0.594,0.354,-25.886,-116.288,-115.024
-0.489,-0.551,0.441,-32.970,-133.234,-152.933
-0.256,-0.446,0.297,-73.092,-121.509,-157.421
-0.203,-0.393,0.385,-57.459,-143.143,-214.826
0.085,-0.109,0.171,-126.222,-195.372,-330.948
0.385,-0.126,-0.090,-129.779,-180.486,-282.810
0.514,0.102,-0.489,-138.756,-221.906,-219.620
0.746,0.037,-0.628,-88.955,-145.463,-264.749
1.360,0.727,-1.354,-172.039,-90.104,-256.994
1.955,0.510,-0.850,-209.413,170.247,-383.421
2.000,0.954,-0.656,9.702,27.254,-48.093
1.508,0.598,-0.714,-26.329,-166.166,-17.940
0.875,0.162,-0.413,-40.085,13.178,-57.406

0.386,1.830,-0.590,-2.924,-77.631,-158.261
0.760,1.923,-0.482,-66.207,-39.127,-187.009
1.479,2.000,-0.688,-71.001,-114.486,-62.062
0.682,2.000,-0.461,42.373,35.422,246.441
0.606,1.585,-0.369,82.160,86.384,343.251
0.043,1.225,-0.034,138.969,84.980,497.846
0.523,0.525,-0.258,111.060,94.293,501.602
0.427,0.252,-0.152,75.137,170.644,429.739
0.596,-0.081,-0.208,178.389,144.888,476.274
0.358,-0.038,-0.050,160.358,180.949,355.617
0.055,-0.523,0.115,-83.886,217.682,-35.986
-0.544,-0.225,0.051,18.587,203.209,493.831
-0.947,-0.631,0.261,139.992,76.674,470.533
-1.100,-0.290,0.171,19.763,129.529,161.968
-1.560,-0.274,0.260,18.114,85.575,89.403
-1.682,-0.250,0.177,-25.413,-25.341,-33.574
-1.429,-0.131,0.135,-4.527,-62.486,-117.650
-1.554,0.249,-0.107,-49.016,-164.700,-256.933
-1.457,0.790,-0.283,-85.520,-254.410,-435.681
-0.515,0.938,-0.467,-187.535,-365.387,-498.933
0.622,0.658,-0.414,-135.169,-410.135,-348.123
2.000,0.601,-1.159,-219.810,164.705,-210.139
1.937,-0.204,0.514,-54.527,-59.906,-237.726
2.000,0.198,-0.301,-45.611,11.147,-104.169
1.495,0.245,0.041,-9.108,-133.204,-1.039
1.664,-0.241,-0.389,64.312,-18.837,-206.200
1.087,0.063,-0.155,-2.665,13.789,-6.337
1.069,0.032,-0.186,1.717,3.178,14.915
1.041,0.050,-0.198,-6.161,7.178,2.808
0.967,0.007,-0.198,0.984,6.018,10.640

-0.843,0.659,-0.477,-159.718,-137.906,-485.253
1.014,1.131,-0.518,-175.856,-91.631,-498.933
0.767,1.635,-0.380,-111.275,-43.219,-498.933
1.501,1.833,-0.171,-13.352,74.796,31.434
0.671,2.000,-0.274,-98.833,-9.540,177.602
0.492,2.000,-0.351,-57.627,45.147,249.373
0.791,1.202,-0.171,98.999,151.483,501.602
0.438,1.127,-0.131,29.076,190.705,501.602
0.008,0.709,-0.014,-4.268,190.583,501.602
0.144,0.109,-0.137,-59.566,193.819,501.602
-0.279,0.021,0.070,-1.627,175.896,501.602
-0.368,-0.264,0.015,18.450,173.926,464.793
-0.629,-0.184,-0.052,26.221,211.132,333.067
-1.156,-0.261,-0.037,26.801,158.796,246.457
-1.395,-0.203,-0.008,1.366,96.827,130.197
-1.702,-0.160,-0.010,-1.031,-5.478,94.655
-1.803,-0.084,-0.095,-12.634,-128.959,-18.078
-1.362,0.114,0.029,19.076,-138.257,-174.200
-1.221,0.571,-0.184,-46.207,-261.402,-279.146
-0.609,0.916,-0.407,-114.924,-308.608,-391.833
-0.085,0.923,-0.302,-197.459,-415.127,-498.933
1.444,0.321,-0.933,-151.230,-184.837,-231.910
2.000,-0.000,-0.633,-131.703,90.537,-414.673
2.000,0.062,-0.533,-25.672,-79.738,-258.398
2.000,0.134,-0.425,-66.146,-57.173,-173.497
1.839,0.044,-0.442,18.663,-235.723,-250.383
1.709,0.434,-0.466,-67.199,93.758,-10.200
0.971,0.146,-0.299,40.129,39.621,32.976
0.655,0.094,-0.213,34.434,48.308,5.953
0.854,0.154,-0.169,-2.863,-17.540,7.495

1.407,1.054,-0.934,-182.314,-1.616,-371.788
1.123,0.678,-0.196,-91.214,13.728,-4.963
2.000,2.000,-0.204,154.557,-162.288,137.571
0.660,0.904,-0.270,-154.955,7.209,-214.856
0.994,1.467,-0.476,51.442,-2.333,19.678
0.798,1.702,-0.290,0.267,-38.868,-21.497
1.057,2.000,-0.495,134.038,26.201,321.770
1.173,1.681,-0.422,203.030,130.796,492.899
0.890,1.391,-0.467,160.618,242.369,501.602
0.165,0.968,-0.275,147.015,310.980,501.602
-0.038,0.317,-0.109,89.091,300.430,497.602
-0.026,0.122,-0.242,60.892,346.292,409.281
-0.844,-0.083,0.042,20.343,273.712,309.159
-0.677,-0.199,0.020,2.557,154.415,246.029
-1.075,-0.215,0.019,-15.581,131.392,167.983
-1.378,-0.264,0.089,-15.917,56.598,124.594
-1.600,-0.215,0.033,-24.573,-8.883,50.274
-1.483,-0.159,0.005,-11.474,-73.509,-50.994
-1.161,-0.091,0.022,-12.054,-115.066,-137.665
-1.076,0.132,0.031,-52.863,-186.837,-251.788
-0.637,0.313,-0.037,-93.978,-241.845,-358.001
-0.456,0.369,0.051,-146.436,-265.891,-423.024
0.057,0.386,-0.375,-204.558,-438.990,-405.665
1.205,1.204,-1.522,-352.924,-442.791,-373.299
1.866,0.362,-1.501,-172.833,-71.234,-235.788
1.623,0.467,-1.122,-137.199,76.354,-185.772
1.446,0.291,-0.928,-49.092,51.621,-79.177
1.292,0.529,-0.703,31.946,-16.578,23.342
1.348,0.372,-0.683,-6.237,27.667,-12.123
2.000,0.261,-1.048,19.793,67.834,23.251

0.928,1.124,-0.606,-156.772,-60.318,-407.955
0.989,1.161,-0.653,-153.901,-56.761,-384.184
1.411,1.568,-0.726,-124.008,-37.265,-297.818
1.516,1.821,-0.584,-111.260,39.010,-22.994
0.892,1.970,-0.556,45.976,29.850,177.480
1.341,2.000,-0.569,103.763,82.308,420.640
0.875,1.659,-0.616,51.961,234.018,501.602
-0.260,1.278,-0.701,176.892,384.827,501.602
-0.831,1.447,-0.167,106.404,351.880,501.602
-0.940,0.299,-0.406,51.259,177.224,501.602
-0.947,0.106,-0.053,75.228,122.873,361.571
-1.185,0.204,0.017,48.587,122.735,251.388
-1.646,0.483,-0.071,66.267,50.812,192.472
-1.781,0.558,0.230,42.236,-34.914,44.899
-1.318,0.498,0.045,-17.230,-105.677,-92.032
-1.143,0.548,0.176,-92.176,-158.410,-258.994
-0.832,0.709,-0.123,-146.573,-221.738,-380.566
-0.733,0.808,-0.130,-214.161,-329.921,-498.933
0.267,0.878,-0.450,-332.115,-380.593,-498.933
1.101,0.393,-1.399,-286.848,-364.440,-299.223
2.000,0.108,-1.618,-231.672,-55.463,-241.299
1.413,-0.005,-0.987,-16.482,17.758,-94.108
1.970,-0.029,-1.259,-77.230,7.590,-77.162
1.349,0.000,-0.589,-49.550,88.308,-202.688
2.000,-0.362,-1.227,29.625,-95.921,59.602
0.858,-0.094,-0.532,7.396,100.552,-87.894
0.523,-0.007,-0.167,-22.970,43.621,-118.688
0.604,0.027,-0.207,25.198,6.293,14.426
1.010,0.072,-0.341,19.305,3.239,4.380
1.434,0.042,-0.580,45.946,25.758,9.770

0.890,1.306,-0.543,-137.016,-137.830,-398.566
0.987,1.074,-0.220,-93.672,-90.837,-372.139
2.000,2.000,-0.878,-41.901,-65.112,-213.665
1.576,1.477,-0.847,-9.657,-15.707,-53.055
0.882,1.917,-0.623,82.755,59.407,174.090
1.042,1.985,-0.554,103.671,107.315,370.426
1.109,1.414,-0.552,101.992,230.934,501.602
0.286,1.225,-0.425,164.602,314.949,501.602
-0.305,0.777,-0.180,94.877,320.735,501.602
-0.193,0.340,-0.407,9.641,337.483,497.144
-1.130,-0.122,0.000,40.755,272.354,367.067
-0.994,-0.232,-0.052,-12.772,167.941,230.335
-1.325,-0.320,-0.139,-19.856,134.613,138.640
-1.548,-0.333,-0.119,-27.306,16.537,61.296
-1.400,-0.407,-0.176,-6.970,-73.219,10.289
-1.050,-0.423,-0.041,-3.153,-108.608,-98.933
-0.773,-0.371,-0.021,4.282,-135.234,-145.696
-0.481,-0.355,0.182,11.641,-178.379,-268.719
-0.229,-0.436,0.307,-49.581,-207.280,-317.604
0.195,-0.500,0.241,-13.428,-212.654,-360.566
0.281,-0.382,0.253,5.473,-204.959,-154.566
0.626,-0.264,-0.099,-63.993,-148.349,-156.276
0.389,-0.348,0.099,-9.214,-161.585,-167.177
0.620,-0.011,-0.187,-94.558,-181.509,-189.925
0.739,0.024,-0.404,-65.169,-145.341,-217.009
0.836,0.472,-0.939,-156.375,-224.120,-362.627
1.116,0.892,-1.423,-96.711,-287.448,-399.131
2.000,1.735,-1.370,-295.856,28.186,-73.177
1.536,0.738,-0.821,-78.436,72.476,-83.620
0.972,0.839,-0.441,72.541,116.720,-40.719

0.929,1.198,-0.473,-58.039,-47.616,-124.246
1.027,1.260,-0.500,-50.909,-42.562,-132.520
0.987,1.466,-0.484,-56.726,-28.150,-169.268
0.930,1.630,-0.615,-30.955,-10.990,25.190
0.909,1.779,-0.607,49.961,1.819,152.121
1.024,1.671,-0.701,140.175,73.468,382.762
0.846,1.244,-0.597,140.496,206.812,406.594
0.567,0.872,-0.346,130.557,238.262,439.953
0.409,0.438,-0.128,83.717,238.399,411.541
0.417,0.080,0.017,49.198,233.056,359.464
0.178,-0.129,0.122,49.473,222.338,352.212
0.219,-0.238,-0.045,47.809,228.170,328.823
-0.075,-0.053,-0.073,105.473,301.896,359.785
-1.253,-0.520,0.591,21.763,174.674,242.899
-0.655,-0.283,0.055,39.076,145.132,153.083
-1.157,-0.364,0.292,25.747,121.605,96.136
-1.184,-0.246,0.165,18.205,70.323,51.296
-1.283,-0.266,0.179,0.908,5.224,46.991
-1.251,-0.242,0.127,-13.275,-52.288,-4.749
-1.109,-0.199,0.240,-5.764,-78.746,-71.574
-0.948,-0.083,0.212,-37.214,-158.959,-146.917
-0.854,-0.127,0.109,-48.069,-166.975,-216.948
-0.634,0.006,0.137,-31.199,-225.036,-270.200
-0.260,0.025,0.066,-47.184,-278.364,-250.856
-0.084,-0.029,0.078,-73.443,-349.402,-268.001
0.071,0.290,-0.509,-163.046,-423.158,-373.391
0.361,0.891,-1.024,-300.833,-402.181,-498.933
1.669,1.872,-2.000,-254.130,-333.769,-480.398
1.928,1.180,-1.452,-107.657,63.499,-71.925
0.980,0.988,-0.744,-12.940,5.422,-37.207

2.000,0.208,-1.464,31.488,179.697,363.770
1.010,0.366,0.002,-5.535,89.880,17.449
0.830,0.301,-0.380,26.144,23.453,48.655
0.598,0.350,-0.281,-3.398,28.415,7.877
0.686,0.342,-0.322,-5.443,14.842,19.342
0.892,0.364,-0.335,2.526,6.094,15.052
1.048,0.293,-0.432,9.198,-7.478,10.167
1.112,0.333,-0.449,-5.413,5.514,-2.337
0.917,0.309,-0.428,5.610,2.216,9.098
0.880,0.328,-0.387,-3.260,-5.936,-6.246
0.969,0.352,-0.394,-2.100,7.468,2.426
1.000,0.332,-0.358,3.137,3.499,-2.948
0.982,0.335,-0.359,0.373,8.888,4.121
0.908,0.300,-0.336,4.725,4.125,3.464
0.933,0.316,-0.368,-0.268,1.605,-6.902
0.989,0.336,-0.364,-3.856,6.842,2.228
0.956,0.314,-0.356,0.755,4.674,-5.726
0.918,0.347,-0.341,1.350,4.338,-5.910
0.946,0.312,-0.341,0.221,2.384,1.785
0.962,0.332,-0.353,0.236,1.590,-3.742
0.970,0.350,-0.362,-1.810,0.857,-0.536
0.958,0.328,-0.350,0.312,3.926,-3.009
0.935,0.340,-0.338,1.030,1.483,-2.994
0.961,0.342,-0.339,-0.253,-2.013,-0.581
0.957,0.338,-0.349,-2.634,4.506,-3.482
0.950,0.336,-0.347,-0.161,3.102,-0.062
0.940,0.348,-0.350,0.038,-1.646,-1.299
0.958,0.357,-0.331,-0.955,1.422,-1.406
0.968,0.340,-0.331,-0.344,2.064,0.090
0.951,0.344,-0.335,-0.756,3.193,-1.146

1.078,0.984,-0.605,-52.146,-81.555,-219.497
1.274,1.055,-0.651,-39.917,-96.532,-183.757
1.427,1.842,-0.770,-33.443,-71.998,-200.093
1.624,1.877,-0.805,-31.245,19.361,-22.688
0.699,1.962,-0.459,42.587,53.392,171.754
0.776,2.000,-0.931,57.137,130.735,294.075
1.003,1.564,-0.605,102.770,190.628,501.602
0.439,1.341,-0.429,163.717,277.926,501.602
-0.042,1.110,-0.344,109.610,347.300,501.602
-0.650,0.393,-0.235,0.389,394.308,473.510
-0.383,0.390,-0.449,-62.650,409.010,372.350
-1.760,-0.400,-0.465,-73.947,322.995,228.808
-2.000,-0.779,-0.792,-95.627,117.819,188.060
-1.843,-0.782,-0.295,40.328,-142.715,61.754
-0.951,-0.280,0.013,21.167,-156.730,-45.101
-0.959,-0.163,0.047,4.801,-193.356,-136.856
-0.768,0.214,-0.048,-27.764,-221.830,-242.368
-0.738,0.462,0.174,-104.192,-310.379,-498.933
-0.458,0.713,-0.259,-182.253,-340.364,-388.307
0.924,0.566,-0.918,-115.871,-318.853,-236.520
2.000,0.294,-1.084,-68.680,-24.410,-43.803
2.000,-1.471,-0.621,-31.901,50.109,-79.574
1.838,-0.588,-0.304,-30.680,3.636,-99.681
1.174,-0.508,-0.309,-40.527,-65.494,-193.024
1.083,-0.133,-0.176,31.259,-44.562,-161.604
0.953,-0.021,-0.198,24.496,50.079,-90.765
0.955,-0.058,-0.131,-21.260,-54.257,-4.154
0.999,0.030,-0.213,11.564,-3.891,10.548
1.075,0.013,-0.264,6.389,-3.967,-3.986
1.067,-0.012,-0.264,6.282,-1.097,-3.803

1.401,0.617,-0.671,3.076,-10.700,35.754
1.543,0.497,-0.601,8.892,2.567,40.594
1.471,0.560,-0.580,22.892,43.804,56.762
1.964,0.688,-0.566,45.595,127.438,163.587
1.805,0.520,-0.365,42.236,104.201,165.128
1.659,0.466,-0.335,59.549,145.071,246.991
1.617,0.442,-0.235,69.244,162.399,282.060
1.403,0.427,-0.241,45.671,197.163,292.258
0.887,0.493,-0.283,0.908,255.667,287.480
0.208,0.556,-0.290,-37.230,306.735,346.609
-0.576,0.183,-0.127,-41.230,239.361,321.327
-1.300,0.185,-0.090,-80.146,171.636,275.190
-2.000,-0.827,-0.129,-77.443,-13.127,151.358
-1.847,-0.948,-0.027,22.648,-119.097,-31.559
-0.995,-0.432,0.166,29.381,-111.952,-125.513
-0.835,-0.270,0.113,53.946,-201.891,-200.597
-0.371,-0.073,0.229,7.137,-156.181,-198.001
-0.206,0.007,0.133,24.618,-224.028,-189.024
0.019,0.070,0.079,-155.611,-285.433,-293.391
0.816,0.048,-0.563,-97.321,-258.135,-177.268
1.168,0.193,-0.271,-162.772,-131.616,-262.795
2.000,0.664,-1.021,-201.321,75.560,-88.688
1.822,-0.082,-0.610,36.419,18.980,-74.139
1.837,-0.055,-0.449,-59.291,-7.830,-118.307
1.351,-0.090,-0.294,-7.489,-27.387,-71.574
1.628,-0.256,-0.271,-10.054,-26.562,-11.345
1.054,-0.176,-0.233,8.557,37.468,-11.497
0.801,0.005,-0.172,-18.619,-0.425,-67.589
0.807,0.019,-0.135,-9.581,-2.471,-40.704
1.146,0.046,-0.213,8.267,-9.921,-13.543

0.599,2.000,-0.581,-132.344,-151.814,-498.933
0.790,1.217,-1.058,-158.359,-165.646,-498.933
0.781,1.909,-0.789,-33.382,-59.265,-455.650
0.735,2.000,-0.648,51.671,59.392,217.464
0.518,1.856,-0.422,-111.474,87.972,79.525
0.674,1.854,-0.365,22.587,97.987,429.846
0.554,1.299,-0.260,10.786,192.125,501.602
-0.324,0.912,-0.022,-10.329,184.033,501.602
-0.166,0.355,-0.158,-70.451,202.537,501.602
-0.529,0.001,0.000,-97.627,251.621,391.251
-0.812,-0.549,0.041,-84.421,154.995,229.938
-0.832,-0.703,-0.057,-72.604,109.773,113.831
-1.363,-1.599,0.072,57.702,9.743,23.907
-1.321,-1.869,0.320,230.786,-174.883,4.426
-0.654,-0.999,0.375,77.366,-94.456,-60.505
-0.563,-0.682,0.374,49.717,-179.555,-204.246
-0.509,-0.347,0.198,29.763,-168.089,-240.566
-0.470,-0.174,-0.029,44.984,-170.761,-296.246
-0.409,0.175,0.246,44.847,-295.372,-268.047
0.206,0.319,-0.485,-23.459,-366.074,-145.910
0.851,0.754,-1.205,-48.405,-258.196,-169.345
2.000,0.716,-0.965,-359.917,197.667,202.564
2.000,0.029,-0.080,-212.741,106.048,46.319
1.642,0.668,-0.123,-61.214,64.323,-354.429
1.597,0.652,0.030,-41.611,-20.242,8.274
1.273,0.283,-0.127,60.007,-98.761,110.045
0.944,0.211,-0.078,43.625,-35.906,49.602
0.822,0.343,-0.294,56.251,15.773,-49.726
0.851,0.317,-0.190,-19.993,-10.135,-18.780
1.047,0.370,-0.322,-6.711,-10.181,0.640

1.498,0.763,-0.328,-4.436,21.728,110.258
1.604,0.723,-0.109,-16.985,-7.204,123.067
1.777,0.827,-0.380,26.038,48.888,125.617
1.840,0.767,-0.375,10.541,110.293,218.564
1.707,0.632,-0.172,14.938,146.354,278.869
1.440,0.592,-0.048,9.641,135.957,352.212
0.900,0.485,-0.206,-12.543,194.888,436.411
0.191,0.181,-0.197,-63.627,265.941,382.930
-0.313,0.220,-0.144,-71.031,276.292,380.762
-0.812,-0.011,-0.157,-90.619,184.399,330.808
-1.666,-0.225,-0.428,-94.237,76.705,198.915
-2.000,-0.765,-0.653,-33.382,-57.585,90.564
-1.386,-0.498,-0.406,45.610,-76.135,-75.101
-0.977,-0.346,-0.158,59.625,-130.456,-141.742
-0.785,-0.028,-0.184,53.885,-156.333,-216.337
-0.625,0.086,-0.131,57.045,-190.746,-272.658
-0.285,0.325,-0.005,-31.825,-224.364,-322.383
0.486,0.392,-0.145,-70.375,-297.051,-292.734
1.352,0.364,-0.463,-76.894,-333.036,-299.101
2.000,-0.072,-1.416,-291.077,146.445,-498.933
2.000,0.206,-0.496,21.702,-72.242,-137.436
2.000,-0.032,-0.324,-53.001,-11.494,-87.482
2.000,-0.201,-0.438,21.305,53.850,85.388
0.619,-0.171,-0.094,22.419,15.239,-14.001
0.459,0.019,-0.055,7.045,-22.746,-6.459
0.637,0.132,-0.243,0.587,18.186,-34.307
1.210,-0.034,-0.174,5.961,6.705,-43.101
1.672,0.000,-0.321,15.961,-11.769,-6.902
0.920,-0.031,-0.253,-11.642,43.224,-13.589
0.644,0.120,-0.080,-11.016,-61.753,33.342

0.787,1.518,-0.445,-173.092,-85.952,-389.543
0.794,1.513,-0.330,-212.069,-113.372,-363.482
1.541,1.994,-0.661,-245.901,-5.494,-498.933
1.490,2.000,-0.230,-29.657,61.911,89.632
1.580,2.000,-0.014,38.908,114.079,501.602
0.780,2.000,-0.233,-57.856,211.957,501.602
-0.590,1.896,-0.550,-148.726,314.430,501.602
-1.650,-0.096,-0.427,-209.627,300.918,501.602
-1.446,0.459,-0.786,-207.901,127.926,333.831
-2.000,-0.578,-1.127,-70.756,-164.288,222.212
-2.000,-0.679,-0.832,121.335,-250.395,12.884
-1.271,0.001,-0.192,82.999,-181.738,-204.093
-0.921,0.433,-0.087,24.038,-231.799,-323.146
-0.469,0.621,-0.193,15.274,-215.799,-362.872
-0.091,0.688,-0.027,-113.566,-303.051,-463.711
1.870,0.263,-0.829,-70.283,-181.952,-356.688
2.000,-0.037,0.385,-258.283,104.140,-188.719
2.000,0.141,-0.250,101.686,-18.578,-119.497
2.000,0.168,0.062,-83.214,-170.914,-291.192
1.706,0.344,-0.639,56.648,-36.257,-31.055
0.585,0.159,-0.230,8.755,4.491,-26.352
0.597,0.191,-0.164,24.068,8.415,-14.154
0.966,0.002,-0.077,89.274,-18.975,-89.604
1.336,0.483,-0.157,13.076,6.033,14.060
1.053,0.206,-0.181,2.801,45.957,-11.101
0.783,0.250,-0.131,11.030,22.094,3.541
0.877,0.299,-0.047,9.961,4.842,-12.139
1.039,0.377,-0.105,-4.039,-6.456,-10.963
1.034,0.360,-0.155,4.221,-0.059,3.083
0.938,0.304,-0.121,-4.802,12.460,-8.291

1.240,1.429,-0.394,-65.779,-89.692,-265.742
1.337,1.466,-0.285,-49.947,-91.478,-271.238
1.755,2.000,-0.313,10.954,-48.761,-53.604
1.621,2.000,-0.491,-11.611,68.445,56.945
1.240,1.985,-0.254,64.358,100.644,357.510
0.960,1.564,-0.194,58.511,206.552,501.602
0.279,1.231,-0.147,36.969,198.751,501.602
0.021,0.829,-0.256,-77.306,302.598,501.602
-0.572,0.241,-0.241,-180.344,316.476,457.464
-0.723,-0.245,-0.093,-87.214,190.781,345.235
-0.837,-0.438,-0.200,-71.398,102.644,243.052
-1.648,-0.753,-0.200,55.045,-7.494,142.228
-1.758,-0.946,-0.045,25.610,-127.585,69.800
-1.211,-0.730,0.044,46.877,-140.135,-35.299
-1.028,-0.518,0.127,21.885,-170.685,-132.062
-0.983,-0.140,0.062,-6.680,-210.593,-261.101
-0.568,0.175,0.026,-32.527,-238.395,-315.070
-0.476,0.449,0.052,-121.046,-298.975,-364.230
0.413,0.760,-0.450,-154.039,-394.104,-332.612
1.564,0.783,-1.100,-156.634,-125.387,-181.284
2.000,0.885,-1.273,-279.382,183.941,-336.352
1.548,0.561,-0.256,-40.115,123.438,-241.620
2.000,0.556,-0.016,-6.268,-151.906,-212.551
1.686,0.714,-0.476,-96.192,80.415,7.266
0.367,0.047,-0.157,107.274,-81.677,110.762
0.252,0.154,-0.152,8.770,7.407,-20.490
0.833,0.206,0.102,30.954,-57.784,-20.307
2.000,-0.025,-0.097,-15.230,54.689,-0.093
1.297,0.033,-0.067,28.251,93.850,-324.276
0.585,0.267,-0.038,-15.886,45.987,-2.917

0.628,1.615,-0.454,-37.581,-58.837,-446.047
0.344,2.000,-0.639,44.954,-39.066,-328.414
1.078,2.000,-0.637,28.602,-8.486,-93.803
1.417,2.000,-0.399,0.862,88.796,184.686
0.848,2.000,-0.184,-71.749,150.186,413.480
0.739,1.832,-0.311,18.587,245.361,501.602
-0.121,1.427,-0.406,-78.894,322.491,501.602
-0.388,0.843,-0.508,-245.688,387.239,501.602
-0.985,-0.068,-0.396,-232.970,335.117,432.060
-1.227,-0.212,-0.737,-173.245,170.277,274.060
-2.000,-1.111,-0.957,-31.779,-82.028,195.220
-1.545,-0.856,-0.665,87.488,-137.051,-36.032
-0.678,-0.161,-0.076,117.824,-321.906,-78.475
-0.768,-0.043,-0.100,30.129,-276.074,-255.284
-0.382,0.162,-0.027,32.557,-259.738,-244.872
-0.209,0.177,0.129,-48.527,-338.975,-330.383
0.792,0.223,-0.370,-73.978,-291.998,-320.765
1.634,0.479,-0.519,-174.940,-139.524,-331.681
1.856,1.029,0.152,-253.123,-159.707,-259.238
2.000,0.676,-0.588,-80.741,-90.364,-254.520
1.664,0.362,-0.507,-41.459,-51.219,-79.574
2.000,0.247,-0.526,29.900,-130.104,-19.971
1.376,0.203,-0.493,-36.466,113.896,-46.352
0.474,0.090,-0.199,53.839,-12.914,30.426
0.410,0.207,-0.222,5.320,-36.395,-14.368
1.101,0.307,-0.219,14.831,-28.532,68.014
1.527,0.343,-0.394,-1.764,42.598,-20.505
1.016,0.252,-0.274,-11.489,58.934,-83.650
0.676,0.181,-0.118,13.396,4.002,43.373
1.134,0.457,-0.185,13.137,-58.104,22.762

1.263,1.142,-0.278,-247.795,-34.333,-498.933
0.959,1.672,-0.771,-266.329,-63.082,-498.933
-0.198,2.000,1.266,-192.375,-97.188,-318.520
1.551,2.000,0.050,-121.672,85.682,226.762
0.586,2.000,0.296,-199.367,138.476,501.602
-0.105,1.320,0.411,-151.169,71.468,501.602
-0.635,1.145,-0.202,-252.711,47.376,501.602
-1.239,-0.466,0.103,-281.566,232.949,501.602
-1.406,-0.465,-0.903,-297.199,51.896,254.029
-1.297,-1.171,-1.625,-75.199,-89.570,193.403
-1.048,-1.582,-1.127,176.419,-60.578,-55.620
-0.917,-0.774,-0.356,142.954,-163.005,-59.146
